01170	280
01009	260
01172	85
01174	92
01039	180
01042	240
01044	270
01046	290
01048	190
01051	250
01053	170
01055	230
01064	220
01173	100
01180	115
01085	210
01086	210
01087	210
01088	210
01154	180
01168	200
01089	210
01155	210
01183	232
01184	231
01090	500
01091	500
01092	500
01093	500
01094	1000
01095	1000
01096	1000
01097	1000
01106	210
01107	210
01108	210
01109	210
01128	190
01130	260
02069	98
02041	92
02044	430
02046	99
02047	98
02007	98
02049	99
02011	95
02051	100
02053	100
02014	97
02016	110
02063	99
02064	99
02065	71
02019	97
02018	93
02066	71
02067	71
02020	52
02055	94
02024	81
02037	250
02057	410
02060	440
02061	440
02062	410
04002	230
04008	220
04013	220
04075	220
04018	230
04105	217
04024	220
04106	223
04084	140
04086	210
04085	99
04087	430
04091	320
04092	210
04066	220
04069	260
04093	210
04072	240
04094	200
05040	96
05009	99
05011	97
05043	230
05048	89
06002	110
06004	96
06006	100
06008	96
06327	90
06011	94
06013	100
06016	96
06330	65
06331	72
06021	98
06024	88
06374	92
06375	94
06028	81
06029	59
06031	93
06033	97
06035	93
06037	87
06039	89
06040	82
06041	80
06042	70
06043	74
06044	77
06045	71
06047	94
06049	98
06332	79
06053	76
06055	99
06057	530
06059	96
06062	89
06333	80
06066	85
06068	83
06076	84
06079	97
06082	86
06085	91
06087	88
06090	75
06091	63
06094	99
06098	96
06100	79
06365	24
06366	76
06107	76
06110	60
06112	760
06118	92
06121	100
06123	630
06125	100
06127	90
06131	79
06133	86
06135	86
06367	18
06368	82
06369	20
06334	560
06335	350
06137	73
06146	68
06150	90
06152	140
06154	100
06155	89
06336	70
06389	31
06158	96
06377	75
06161	71
06338	87
06163	86
06166	73
06168	99
06170	91
06174	91
06176	110
06339	88
06378	97
06379	98
06190	78
06192	100
06342	76
06343	110
06194	93
06195	82
06196	84
06202	98
06204	96
06206	91
06208	63
06344	83
06213	90
06215	87
06345	69
06346	72
06348	86
06380	90
06381	87
06219	88
06221	88
06349	83
06225	99
06350	100
06351	94
06352	84
06234	72
06235	73
06242	89
06244	94
06246	96
06248	96
06394	85
06250	96
06257	98
06259	140
06262	77
06264	111
06395	91
06396	55
06397	76
06266	54
06268	70
06357	70
06358	70
06359	58
06372	66
06373	80
06073	83
06074	85
06275	81
06277	82
06279	72
06284	100
06288	85
06290	83
06398	93
06292	84
06294	150
06297	96
06299	91
06302	89
06304	97
06309	98
06311	78
06318	91
06321	91
06325	110
07117	72
07180	67
08002	86
08037	90
08005	490
08038	290
08007	1000
08009	1500
08040	110
08041	92
08057	150
08043	110
08044	84
08014	570
08045	77
08017	88
08046	90
08055	63
08056	191
08047	69
08021	100
08048	76
08049	65
08050	89
08027	94
08029	86
08051	73
08032	69
08052	79
09056	350
09051	990
09052	870
09054	990
09055	870
09041	590
09058	1173
09057	250
10004	87
10005	72
10390	116
10007	80
10392	79
10394	72
10009	90
10010	78
10012	73
10016	87
10019	80
10020	74
10022	67
10024	73
10026	71
10028	76
10048	81
10049	75
10395	118
10054	75
10081	83
10398	65
10099	78
10101	91
10102	81
10399	61
10105	83
10400	105
10401	81
10118	77
10120	90
10127	76
10131	78
10133	71
10135	83
10136	75
10138	79
10433	86
10434	84
10435	91
10145	78
10436	79
10437	102
10439	77
10440	78
10441	83
10442	75
10443	68
10444	96
10147	74
10150	78
10155	84
10156	77
10403	112
10405	88
10406	73
10159	90
10160	77
10172	79
10174	78
10181	81
10183	81
10194	85
10195	82
10409	105
10203	86
10206	65
10214	90
10239	83
10242	82
10412	89
10451	87
10452	84
10453	78
10454	82
10455	86
10456	97
10269	77
10293	64
10430	119
10296	88
10413	78
10307	64
10308	65
10312	82
10414	66
10322	95
10323	73
10416	102
10334	82
10336	74
10339	74
10346	76
10347	70
10419	119
10349	46
10362	81
11249	79
11248	78
11251	65
11250	66
11301	70
11302	76
11039	78
11038	70
11252	81
11050	66
11049	71
11253	71
11256	78
11255	79
11264	66
11263	72
11269	66
11268	72
11271	58
11270	67
11272	65
11296	65
11297	69
11273	71
11125	77
11124	72
11276	91
11277	74
11132	71
11133	71
11278	58
11279	97
11280	86
11303	86
11304	79
11305	132
11306	98
11307	93
11308	102
11281	67
11282	73
11283	66
11287	62
11288	61
11223	70
11222	61
11289	75
11226	70
11225	72
11290	82
11229	76
11228	73
11298	64
11299	92
11300	91
11291	62
12005	99.7
12006	95
12021	86
12022	95
12023	88
12017	99
12018	80
12019	86
18024	94
18025	95
18026	83
18027	100
18028	94
18029	103
18030	89
18031	92
18032	207
18033	92
18034	105
18035	92
18036	89
18037	240
18038	93
18040	89
18001	94
18041	90
18043	99
18044	102
18018	96
18045	91
18011	90
18015	86
18042	97
18005	99
18050	79
18051	78
18052	78
18019	66
18020	94
18022	97
18003	100
18014	98
18002	88
18012	87
18046	93
18047	91
18048	82
18049	95
18039	87
