FN	FACID	FASAT	FAMS	FAPU	FAPUN3	FAPUN6	F4D0	F6D0	F7D0	F8D0	F10D0	F12D0	F13D0	F14D0	F15D0	F15D0AI	F16D0	F16D0I	F17D0	F17D0AI	F18D0	F20D0	F22D0	F24D0	F10D1	F14D1	F15D1	F16D1	F17D1	F18D1	F18D1CN9	F18D1CN7	F20D1	F22D1	F24D1	F16D2	F16D3	F16D4	F18D2N6	F18D3N3	F18D3N6	F18D4N3	F20D2N6	F20D3N3	F20D3N6	F20D4N3	F20D4N6	F20D5N3	F21D5N3	F22D2	F22D4N6	F22D5N3	F22D5N6	F22D6N3	FAUN	NoticeFA		
01188	(4.07)	(0.53)	(2.02)	(1.52)	(0.27)	(1.25)	-	-	-	-	(0)	(2)	-	(4)	(1)	-	(420)	-	(1)	-	(72)	(19)	(9)	(5)	(0)	(0)	(0)	(6)	(Tr)	(2000)	(120)	-	(40)	(4)	(5)	(0)	(0)	(0)	(1300)	(270)	(0)	(0)	(0)	-	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	01020 強力粉1等と14008なたね油から推計		
01050	(1.33)	(0.36)	(0.15)	(0.82)	(0.04)	(0.78)	-	-	-	-	(0)	(0)	-	(2)	(1)	-	(340)	-	(2)	-	(15)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(140)	(140)	-	(5)	(0)	(0)	(0)	(0)	(0)	(780)	(38)	(0)	(0)	(0)	-	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	01020強力粉1等から推計		
01051	(0.43)	(0.12)	(0.05)	(0.26)	(0.01)	(0.25)	-	-	-	-	(0)	(0)	-	(1)	(Tr)	-	(110)	-	(1)	-	(5)	(Tr)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(46)	(46)	-	(2)	(0)	(0)	(0)	(0)	(0)	(250)	(12)	(0)	(0)	(0)	-	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	01020強力粉1等から推計		
01052	(1.66)	(0.46)	(0.18)	(1.02)	(0.05)	(0.97)	-	-	-	-	(0)	(Tr)	-	(3)	(2)	-	(430)	-	(2)	-	(20)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(170)	-	-	(6)	(0)	(0)	(0)	(0)	(0)	(970)	(52)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	別名：沖縄めん<br>01020強力粉1等から推計		
01053	(0.66)	(0.18)	(0.07)	(0.41)	(0.02)	(0.39)	-	-	-	-	(0)	(0)	-	(1)	(1)	-	(170)	-	(1)	-	(8)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(69)	-	-	(3)	(0)	(0)	(0)	(0)	(0)	(390)	(21)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	別名：沖縄めん<br>01020強力粉1等から推計		
01054	(1.41)	(0.39)	(0.15)	(0.86)	(0.04)	(0.82)	-	-	-	-	(0)	(Tr)	-	(2)	(2)	-	(370)	-	(2)	-	(17)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(150)	-	-	(5)	(0)	(0)	(0)	(0)	(0)	(820)	(44)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	別名：沖縄めん<br>01020強力粉1等から推計		
01055	(0.50)	(0.14)	(0.05)	(0.31)	(0.02)	(0.29)	-	-	-	-	(0)	(0)	-	(1)	(1)	-	(130)	-	(1)	-	(6)	(Tr)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(52)	-	-	(2)	(0)	(0)	(0)	(0)	(0)	(290)	(16)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	別名：沖縄めん<br>01020強力粉1等から推計		
01056	15.58	7.31	6.02	2.25	0.06	2.19	-	-	-	-	0	37	-	150	11	-	6300	-	24	-	700	59	14	13	0	0	0	34	0	6000	-	-	26	0	0	0	0	0	2200	58	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： インスタントラーメン<br>添付調味料等を含む		
01057	17.81	8.46	7.15	2.20	0.09	2.11	-	-	-	-	3	33	-	200	10	-	7000	-	25	-	1100	61	5	4	0	4	0	120	12	7000	-	-	48	0	0	0	0	0	2100	78	0	0	23	-	0	0	Tr	0	0	0	0	5	0	6	-	別名： インスタントラーメン<br>調理前のもの、添付調味料等を含む		
01198	(4.17)	(2.03)	(1.64)	(0.51)	(0.01)	(0.49)	-	-	-	-	(0)	(8)	-	(43)	(3)	-	(1800)	-	(5)	-	(190)	(15)	(1)	(0)	(0)	(Tr)	(Tr)	(12)	(Tr)	(1600)	(1600)	-	(7)	(0)	(0)	(0)	(0)	(0)	(490)	(14)	(0)	(0)	(0)	-	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	添付調味料等を含む<br>01057即席中華めん油揚げ乾から推計		
01189	6.77	3.19	2.75	0.82	0.03	0.80	-	-	-	-	2	13	-	80	6	-	2600	-	14	-	480	26	5	0	0	4	1	55	9	2700	2600	80	23	0	0	0	0	0	790	28	0	0	7	-	1	0	2	0	0	0	0	0	0	0	110	添付調味料等を含まない		
01144	17.81	8.43	7.21	2.16	0.07	2.09	-	-	-	-	6	34	-	210	17	-	6800	-	35	-	1200	66	12	13	0	10	2	140	23	7000	6800	200	59	0	0	0	0	0	2100	73	0	0	16	-	3	0	5	0	0	0	0	0	0	0	200	調理前のもの、添付調味料等を除く		
01058	4.67	1.26	1.86	1.55	0.10	1.45	-	-	-	-	0	0	-	33	2	-	890	-	9	-	300	17	5	4	0	4	1	63	6	1800	-	-	25	0	0	0	0	0	1400	98	0	0	3	-	0	0	2	0	0	0	0	0	0	0	-	別名： インスタントラーメン<br>調理前のもの、添付調味料等を含む		
01199	(0.72)	(0.20)	(0.28)	(0.25)	(0.01)	(0.23)	-	-	-	-	(0)	-	-	(6)	(0)	-	(130)	-	(1)	-	(56)	(3)	(0)	(0)	(0)	(0)	(0)	(12)	(1)	(260)	(260)	-	(4)	(0)	(0)	(0)	(0)	(0)	(230)	(13)	(0)	(0)	(0)	-	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	添付調味料等を含む<br>01058即席中華めん非油揚げ乾から推計		
01190	0.61	0.31	0.06	0.24	0.01	0.23	-	-	-	-	0	1	-	3	1	-	190	-	1	-	110	3	1	1	-	0	Tr	1	0	59	55	4	2	0	Tr	0	0	0	230	12	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	48	添付調味料等を含まない		
01145	1.47	0.71	0.15	0.60	0.03	0.57	-	-	-	-	Tr	1	-	6	2	-	450	-	2	-	240	5	3	3	0	0	Tr	1	1	140	130	10	5	0	1	0	0	0	570	33	0	0	1	-	0	0	0	0	0	0	0	0	0	0	83	調理前のもの、添付調味料等を除く		
01193	16.95	8.21	6.62	2.12	0.07	2.05	-	-	-	-	7	57	-	180	13	-	7000	-	22	-	860	69	16	16	0	3	1	66	10	6500	6400	140	39	0	0	0	0	0	2000	71	0	0	5	-	2	0	7	0	0	0	0	0	0	0	190	調理前のもの、添付調味料等を含む		
01201	(3.82)	(1.85)	(1.49)	(0.48)	(0.02)	(0.46)	-	-	-	-	(2)	(13)	-	(41)	(3)	-	(1600)	-	(5)	-	(190)	(15)	(4)	(4)	(0)	(1)	(Tr)	(15)	(2)	(1500)	(1400)	(31)	(9)	(0)	(0)	(0)	(0)	(0)	(460)	(16)	(0)	(0)	(1)	-	(Tr)	(0)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(43)	添付調味料等を含む<br>01193中華スタイル即席カップめん、油揚げ、塩味、乾より推計		
01194	6.92	3.38	2.71	0.83	0.02	0.81	-	-	-	-	2	18	-	74	6	-	2900	-	9	-	340	29	6	6	0	1	1	20	3	2700	2600	53	14	0	0	0	0	0	800	24	0	0	2	-	Tr	0	1	0	0	0	0	0	0	0	75	添付調味料等を含む		
01191	17.78	8.27	7.21	2.30	0.08	2.21	-	-	-	-	6	43	-	190	14	-	6900	-	27	-	1000	72	15	15	0	5	2	100	15	7000	6900	180	49	0	0	0	0	0	2200	83	0	0	12	-	3	0	11	0	0	0	0	0	0	0	410	調理前のもの、添付調味料等を含む		
01200	(4.18)	(1.95)	(1.70)	(0.54)	(0.02)	(0.52)	-	-	-	-	(1)	(10)	-	(45)	(3)	-	(1600)	-	(6)	-	(240)	(17)	(3)	(4)	(0)	(1)	(Tr)	(24)	(4)	(1700)	(1600)	(42)	(12)	(0)	(0)	(0)	(0)	(0)	(520)	(20)	(0)	(0)	(3)	-	(1)	(0)	(3)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(97)	添付調味料等を含む<br>01191中華スタイル即席カップめん、油揚げ、しょうゆ味、乾より推計		
01192	5.35	2.58	2.12	0.66	0.02	0.64	-	-	-	-	1	14	-	56	4	-	2200	-	7	-	270	22	5	5	0	1	Tr	18	3	2100	2000	43	11	0	0	0	0	0	630	20	0	0	2	-	Tr	0	1	0	0	0	0	0	0	0	61	添付調味料等を含む		
01060	16.76	7.15	7.02	2.58	0.12	2.47	-	-	-	0	6	36	-	160	6	-	6100	-	9	-	710	68	16	8	0	8	1	41	19	6900	6700	210	40	0	0	0	0	0	2400	120	0	0	14	-	2	0	5	0	0	0	0	0	0	0	210	別名： カップ焼きそば<br>調理前のもの、添付調味料等を含む		
01202	(10.11)	(4.31)	(4.24)	(1.56)	(0.07)	(1.49)	-	-	-	(0)	(4)	(21)	-	(97)	(4)	-	(3700)	-	(6)	-	(430)	(41)	(10)	(5)	(0)	(5)	(1)	(25)	(11)	(4200)	(4000)	(120)	(24)	(0)	(0)	(0)	(0)	(0)	(1500)	(71)	(0)	(0)	(8)	-	(1)	(0)	(3)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(120)	添付調味料等を含む<br>01060中華スタイル即席カップめん、油揚げ、焼きそば、乾より推計		
01061	5.21	1.55	2.35	1.31	0.10	1.21	-	-	-	-	1	6	-	45	4	-	1000	-	13	-	440	19	6	6	0	1	Tr	70	9	2200	2100	80	35	6	0	0	0	0	1200	100	0	0	9	-	2	0	7	0	0	0	0	0	0	0	100	別名： カップラーメン<br>調理前のもの、添付調味料等を含む		
01203	(1.88)	(0.56)	(0.85)	(0.47)	(0.04)	(0.44)	-	-	-	-	(1)	(2)	-	(16)	(1)	-	(360)	-	(5)	-	(160)	(7)	(2)	(2)	(0)	(1)	(0)	(25)	(3)	(800)	(770)	(29)	(13)	(2)	(0)	(0)	(0)	(0)	(430)	(37)	(0)	(0)	(3)	-	(1)	(0)	(2)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(37)	添付調味料等を含む<br>01061中華スタイル即席カップめん、非油揚げ、乾より推計		
01195	1.04	0.36	0.37	0.32	0.02	0.30	-	-	-	-	1	1	-	1	1	-	280	-	2	-	71	4	1	2	0	1	Tr	10	1	350	330	15	5	0	0	0	0	0	300	16	0	0	2	-	Tr	0	1	0	0	0	0	0	0	0	43	添付調味料等を含む		
01062	18.01	8.66	6.99	2.36	0.10	2.25	-	-	-	-	4	39	-	180	13	-	7400	-	21	-	920	68	16	16	0	1	2	42	7	6900	6800	140	33	0	0	0	0	0	2200	100	0	0	3	-	0	0	3	0	0	0	0	0	0	0	170	別名： カップうどん<br>調理前のもの、添付調味料等を含む		
01204	(4.24)	(2.04)	(1.64)	(0.55)	(0.02)	(0.53)	-	-	-	-	(1)	(9)	-	(43)	(3)	-	(1700)	-	(5)	-	(220)	(16)	(4)	(4)	(0)	(Tr)	(Tr)	(10)	(2)	(1600)	(1600)	(32)	(8)	(0)	(0)	(0)	(0)	(0)	(530)	(24)	(0)	(0)	(1)	-	(0)	(0)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(40)	添付調味料等を含む<br>01062和風スタイル即席カップめん、油揚げ、乾より推計		
01196	6.65	3.29	2.60	0.76	0.02	0.74	-	-	-	-	1	15	-	68	5	-	2800	-	7	-	320	28	6	6	0	0	Tr	12	2	2600	2500	46	11	-	0	0	0	0	740	21	0	0	1	-	0	0	0	0	0	0	0	0	0	0	73	添付調味料等を含む		
01063	1.46	0.39	0.20	0.87	0.05	0.82	-	-	-	-	0	Tr	-	2	2	-	350	-	2	-	27	2	4	3	0	0	0	2	0	190	180	12	7	2	1	0	0	0	820	49	0	0	1	-	0	0	0	0	0	0	0	0	0	0	37			
01064	0.69	0.19	0.10	0.41	0.02	0.38	-	-	-	-	0	0	-	1	1	-	170	-	1	-	13	1	2	2	0	0	0	1	0	92	86	6	3	1	Tr	0	0	0	380	22	0	0	1	-	0	0	0	0	0	0	0	0	0	0	21	1.5 %食塩水でゆでた場合		
01149	1.61	0.40	0.44	0.76	0.04	0.72	-	-	-	-	0	0	-	3	2	-	330	-	2	-	57	4	3	3	0	0	0	11	1	420	400	20	6	1	0	0	0	0	720	40	0	0	1	-	1	0	6	0	0	0	0	0	0	0	-	デュラム小麦100 %以外のものも含む		
01065	(0.66)	(0.18)	(0.07)	(0.41)	(0.02)	(0.39)	-	-	-	-	(0)	(0)	-	(1)	(1)	-	(170)	-	(1)	-	(8)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(69)	-	-	(3)	(0)	(0)	(0)	(0)	(0)	(390)	(21)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	01020強力粉1等から推計		
01066	(2.23)	(0.62)	(0.24)	(1.37)	(0.07)	(1.30)	-	-	-	-	(0)	(Tr)	-	(4)	(2)	-	(580)	-	(3)	-	(27)	(2)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(230)	-	-	(9)	(0)	(0)	(0)	(0)	(0)	(1300)	(70)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(1)	平釜焼きふ（小町ふ、切りふ、おつゆふ等）及び型釜焼きふ（花ふ等）<br>01020強力粉1等から推計		
01067	(2.73)	(0.76)	(0.29)	(1.68)	(0.09)	(1.59)	-	-	-	-	(0)	(Tr)	-	(4)	(3)	-	(710)	-	(4)	-	(33)	(2)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(280)	-	-	(11)	(0)	(0)	(0)	(0)	(0)	(1600)	(86)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(1)	01020強力粉1等から推計		
01068	(2.81)	(0.78)	(0.30)	(1.73)	(0.09)	(1.64)	-	-	-	-	(0)	(Tr)	-	(5)	(3)	-	(730)	-	(4)	-	(34)	(2)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(290)	-	-	(11)	(0)	(0)	(0)	(0)	(0)	(1600)	(88)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(1)	01020強力粉1等から推計		
01070	9.98	1.84	1.65	6.50	0.75	5.75	-	-	-	-	0	0	-	24	5	-	1700	-	10	-	62	11	0	0	-	3	-	3	0	1500	-	-	130	0	0	-	-	-	5700	750	-	-	0	-	-	-	-	-	-	-	-	-	-	-	11	試料： 焙焼品		
01071	(6.49)	(1.43)	(0.82)	(4.25)	(0.25)	(4.00)	(0)	(0)	-	(0)	(0)	(0)	-	(5)	-	-	(1300)	-	-	-	(58)	-	-	-	-	-	-	(31)	-	(790)	-	-	(0)	(0)	-	-	-	-	(4000)	(250)	-	(0)	-	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	米国成分表から推計		
01072	(1.34)	(0.29)	(0.17)	(0.88)	(0.05)	(0.82)	(0)	(0)	-	(0)	(0)	(0)	-	(1)	-	-	(260)	-	-	-	(12)	-	-	-	-	-	-	(6)	-	(160)	-	-	(0)	(0)	-	-	-	-	(820)	(52)	-	(0)	-	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	試料： 冷凍品<br>米国成分表から推計		
01073	(2.74)	(0.60)	(0.35)	(1.80)	(0.11)	(1.69)	(0)	(0)	-	(0)	(0)	(0)	-	(2)	-	-	(540)	-	-	-	(24)	-	-	-	-	-	-	(13)	-	(330)	-	-	(0)	(0)	-	-	-	-	(1700)	(110)	-	(0)	-	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	試料： 冷凍品<br>米国成分表から推計		
01074	(1.16)	(0.32)	(0.13)	(0.71)	(0.04)	(0.68)	-	-	-	-	(0)	(Tr)	-	(2)	(1)	-	(300)	-	(2)	-	(14)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(120)	-	-	(4)	(0)	(0)	(0)	(0)	(0)	(680)	(36)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	01020強力粉1等から推計		
01075	(1.16)	(0.32)	(0.13)	(0.71)	(0.04)	(0.68)	-	-	-	-	(0)	(Tr)	-	(2)	(1)	-	(300)	-	(2)	-	(14)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(120)	-	-	(4)	(0)	(0)	(0)	(0)	(0)	(680)	(36)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	01020強力粉1等から推計		
01076	2.57	0.49	0.70	1.37	0.13	1.24	-	-	-	-	0	0	-	4	0	-	380	-	4	-	78	7	10	4	0	0	0	13	3	670	-	-	11	5	0	0	0	0	1200	130	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： ピザクラスト		
01069	(0.99)	(0.28)	(0.11)	(0.61)	(0.03)	(0.58)	-	-	-	-	(0)	(0)	-	(2)	(1)	-	(260)	-	(1)	-	(12)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	(100)	-	-	(4)	(0)	(0)	(0)	(0)	(0)	(580)	(31)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	01020強力粉1等から推計		
01077	(4.39)	(1.85)	(1.53)	(1.01)	(0.06)	(0.95)	-	-	-	-	(25)	(70)	-	(110)	(11)	-	(1300)	-	(10)	-	(260)	(17)	(6)	(5)	(2)	(6)	(Tr)	(27)	(0)	(1500)	(1400)	(45)	(12)	(6)	(1)	(0)	(1)	(0)	(940)	(63)	(0)	(0)	(1)	-	(1)	(Tr)	(1)	(0)	(0)	(0)	(0)	(1)	(0)	(0)	(140)	01026角形食パンから推計		
01078	(5.00)	(2.11)	(1.74)	(1.15)	(0.07)	(1.07)	-	-	-	-	(29)	(79)	-	(130)	(13)	-	(1500)	-	(11)	-	(290)	(19)	(7)	(6)	(2)	(7)	(Tr)	(31)	(0)	(1700)	(1600)	(51)	(14)	(7)	(1)	(0)	(1)	(0)	(1100)	(71)	(0)	(0)	(1)	-	(1)	(Tr)	(1)	(0)	(0)	(0)	(0)	(1)	(0)	(0)	(160)	01026角形食パンから推計		
01079	(3.50)	(1.48)	(1.22)	(0.80)	(0.05)	(0.75)	-	-	-	-	(20)	(55)	-	(90)	(9)	-	(1100)	-	(8)	-	(210)	(13)	(5)	(4)	(1)	(5)	(Tr)	(22)	(0)	(1200)	(1100)	(36)	(9)	(5)	(1)	(0)	(1)	(0)	(750)	(50)	(0)	(0)	(1)	-	(Tr)	(Tr)	(Tr)	(0)	(0)	(0)	(0)	(1)	(0)	(0)	(110)	01026食パンの推計値から推計		
01150	0.53	0.18	0.09	0.25	0.01	0.24	-	-	-	-	0	Tr	-	1	1	-	140	-	1	-	35	2	2	2	1	0	0	1	Tr	85	81	5	4	1	Tr	0	0	0	240	14	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	-			
01080	2.35	0.62	0.83	0.90	0.03	0.87	-	-	-	-	0	1	-	18	1	-	520	-	2	-	48	13	6	12	-	0	-	6	Tr	810	-	-	12	1	3	-	-	-	870	34	-	-	0	-	-	-	-	-	-	-	-	-	-	-	1	うるち米		
01081	(1.58)	(0.45)	(0.52)	(0.61)	(0.02)	(0.59)	-	-	-	-	(0)	(Tr)	-	(15)	(1)	-	(380)	-	(1)	-	(34)	(8)	(3)	(8)	(0)	(0)	(0)	(4)	(Tr)	(510)	-	-	(7)	(Tr)	(1)	(0)	(0)	(0)	(590)	(22)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(1)	うるち米<br>歩留り： 95～96 %<br>01080水稲穀粒玄米及び01083水稲穀粒精白米うるち米から推計		
01082	(1.33)	(0.40)	(0.41)	(0.51)	(0.02)	(0.49)	-	-	-	-	(0)	(Tr)	-	(14)	(1)	-	(340)	-	(1)	-	(30)	(7)	(2)	(6)	(0)	(0)	(0)	(3)	(Tr)	(400)	-	-	(6)	(Tr)	(1)	(0)	(0)	(0)	(490)	(19)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(1)	うるち米<br>歩留り： 92～94 %<br>01080水稲穀粒玄米及び01083水稲穀粒精白米うるち米から推計		
01083	0.81	0.29	0.21	0.31	0.01	0.30	-	-	-	-	0	Tr	-	12	Tr	-	250	-	1	-	20	4	1	3	0	0	0	2	Tr	200	-	-	3	0	Tr	0	0	0	300	11	0	0	0	-	0	0	0	0	0	0	0	0	0	0	1	うるち米<br>歩留り： 90～91 %		
01151	0.94	0.29	0.28	0.37	0.01	0.36	-	-	-	-	0	0	-	10	1	-	250	-	1	-	22	5	2	6	0	0	0	1	Tr	270	260	7	3	1	0	0	0	0	360	10	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	歩留り： 90～91 %		
01152	0.71	0.30	0.15	0.26	0.01	0.25	-	-	-	-	0	Tr	-	15	Tr	-	260	-	1	-	21	2	1	4	0	0	0	1	0	150	140	4	2	0	0	0	0	0	250	10	0	0	0	-	0	0	0	0	0	0	0	0	0	0	18	うるち米 歩留り： 90～91 %		
01084	1.77	0.55	0.52	0.70	0.02	0.67	-	-	-	-	0	Tr	-	19	1	-	480	-	1	-	41	7	0	0	-	0	-	Tr	0	510	-	-	6	0	0	-	-	-	670	24	-	-	0	-	-	-	-	-	-	-	-	-	-	-	Tr	うるち米<br>歩留り： 91～93 %		
01153	2.66	0.70	1.01	0.95	0.03	0.92	-	-	-	-	0	0	-	20	1	-	580	-	2	-	54	16	8	18	0	0	0	5	0	990	970	24	15	1	0	0	0	0	920	32	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	うるち米		
01085	(0.86)	(0.23)	(0.30)	(0.33)	(0.01)	(0.32)	-	-	-	-	(0)	(Tr)	-	(7)	(Tr)	-	(190)	-	(1)	-	(18)	(5)	(2)	(5)	-	(0)	-	(2)	(0)	(300)	-	-	(4)	(Tr)	(1)	-	-	-	(320)	(12)	-	-	(0)	(0)	-	-	-	-	-	-	-	-	-	-	(Tr)	うるち米<br>玄米47 g相当量を含む<br>01080水稲穀粒玄米から推計		
01086	(0.52)	(0.15)	(0.17)	(0.20)	(0.01)	(0.19)	-	-	-	-	(0)	(Tr)	-	(5)	(Tr)	-	(130)	-	(Tr)	-	(11)	(3)	(1)	(3)	(0)	(0)	(0)	(1)	(0)	(170)	-	-	(2)	(Tr)	(Tr)	(0)	(0)	(0)	(190)	(7)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	うるち米<br>半つき米47 g相当量を含む<br>01080水稲穀粒玄米及び01083水稲穀粒精白米うるち米から推計		
01087	(0.44)	(0.13)	(0.14)	(0.17)	(0.01)	(0.16)	-	-	-	-	(0)	(Tr)	-	(5)	(Tr)	-	(110)	-	(Tr)	-	(10)	(2)	(1)	(2)	(0)	(0)	(0)	(1)	(0)	(130)	-	-	(2)	(0)	(Tr)	(0)	(0)	(0)	(160)	(6)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	うるち米<br>七分つき米47 g相当量を含む<br>01080水稲穀粒玄米及び01083水稲穀粒精白米うるち米から推計		
01168	0.30	0.14	0.03	0.12	Tr	0.12	-	-	-	-	0	0	-	6	Tr	-	120	-	0	-	10	1	1	2	0	0	0	Tr	0	31	30	1	1	0	0	0	0	0	120	5	0	0	0	-	0	0	0	0	0	0	0	0	0	0	6	精白米51 g相当量を含む		
01088	0.23	0.10	0.05	0.08	Tr	0.08	-	-	-	-	0	0	-	4	Tr	-	85	-	Tr	-	6	1	Tr	1	0	0	0	Tr	0	46	45	2	1	Tr	0	0	0	0	80	3	0	0	0	-	0	0	0	0	0	0	0	0	0	0	8	精白米47 g相当量を含む		
01154	0.39	0.15	0.09	0.15	Tr	0.15	-	-	-	-	0	0	-	6	Tr	-	120	-	Tr	-	11	2	1	4	0	0	0	Tr	0	90	87	3	1	0	0	0	0	0	150	4	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	精白米55 g相当量を含む		
01089	(0.53)	(0.16)	(0.15)	(0.21)	(0.01)	(0.20)	-	-	-	-	(0)	(0)	-	(6)	(Tr)	-	(140)	-	(Tr)	-	(12)	(2)	(0)	(0)	-	(0)	-	(0)	(0)	(150)	-	-	(2)	(0)	(0)	-	-	-	(200)	(7)	-	-	(0)	(0)	-	-	-	-	-	-	-	-	-	-	(Tr)	うるち米<br>はいが精白米47 g相当量を含む<br>01084水稲穀粒はいが精米から推計		
01155	1.20	0.26	0.51	0.43	0.01	0.41	-	-	-	-	0	0	-	5	1	-	210	-	0	-	23	8	3	7	0	0	0	2	0	500	490	11	7	1	0	0	0	0	410	14	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	うるち米<br>発芽玄米47 g相当量を含む		
01090	(0.35)	(0.09)	(0.12)	(0.13)	(Tr)	(0.13)	-	-	-	-	(0)	(0)	-	(3)	(Tr)	-	(77)	-	(Tr)	-	(7)	(2)	(1)	(2)	-	(0)	-	(1)	(0)	(120)	-	-	(2)	(Tr)	(Tr)	-	-	-	(130)	(5)	-	-	(0)	(0)	-	-	-	-	-	-	-	-	-	-	(Tr)	うるち米<br>5倍かゆ<br>玄米20 g相当量を含む<br>01080水稲穀粒玄米から推計		
01091	(0.26)	(0.08)	(0.09)	(0.10)	(Tr)	(0.10)	-	-	-	-	(0)	(0)	-	(3)	(Tr)	-	(64)	-	(Tr)	-	(6)	(1)	(1)	(1)	(0)	(0)	(0)	(1)	(0)	(84)	-	-	(1)	(0)	(Tr)	(0)	(0)	(0)	(97)	(4)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	うるち米<br>5倍かゆ<br>半つき米20 g相当量を含む<br>01080水稲穀粒玄米及び01083水稲穀粒精白米うるち米から推計		
01092	(0.18)	(0.05)	(0.05)	(0.07)	(Tr)	(0.07)	-	-	-	-	(0)	(0)	-	(2)	(0)	-	(45)	-	(Tr)	-	(4)	(1)	(Tr)	(1)	(0)	(0)	(0)	(Tr)	(0)	(53)	-	-	(1)	(0)	(Tr)	(0)	(0)	(0)	(65)	(2)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(Tr)	うるち米<br>5倍かゆ<br>七分つき米20 g相当量を含む<br>01080水稲穀粒玄米及び01083水稲穀粒精白米うるち米から推計		
