NB2020 [allergen] data
01001		
01002		
01003		
01004		
01005		
01006		
01170		
01007		
01008		
01009		
01010		
01167		
01011		
01012	1	
01013	1	
01014	1	
01015	1	
01016	1	
01018	1	
01019	1	
01020	1	
01021	1	
01023	1	
01146	1	
01024	1	
01147	1	
01025	1	
01171	1	
01172	1	
01026	1	
01174	1	
01175	1	
01176	1	
01206	1	
01207	1	
01205	1	
01028	1	
01030	1	
01031	1	
01032	1	
01208	1	
01033	1	
01034	1	
01209	1	
01035	1	
01210	1	
01036	1	
01037	1	
01148	1	
01038	1	
01039	1	
01186	1	
01041	1	
01042	1	
01043	1	
01044	1	
01045	1	
01046	1	
01047	1	
01048	1	
01187	1	
01049	1	
01188	1	
01050	1	
01051	1	
01052	1	
01053	1	
01054	1	
01055	1	
01056	1	
01057	1	
01144	1	
01198	1	
01189	1	
01145	1	
01058	1	
01199	1	
01190	1	
01193	1	
01201	1	
01194	1	
01191	1	
01200	1	
01192	1	
01060	1	
01202	1	
01061	1	
01203	1	
01195	1	
01062	1	
01204	1	
01196	1	
01063	1	
01064	1	
01173	1	
01149	1	
01065	1	
01066	1	
01067	1	
01068	1	
01177	1	
01070	1	
01071	1	
01072	1	
01073	1	
01178	1	
01074	1	
01075	1	
01179	1	
01180	1	
01076	1	
01069	1	
01077	1	
01078	1	
01079	1	
01150	1	
01080		
01081		
01082		
01083		
01151		
01152		
01084		
01153		
01181		
01182		
01085		
01086		
01087		
01168		
01088		
01154		
01089		
01155		
01183		
01184		
01185		
01090		
01091		
01092		
01093		
01094		
01095		
01096		
01097		
01098		
01099		
01100		
01101		
01102		
01103		
01104		
01105		
01106		
01107		
01108		
01109		
01110		
01156		
01111		
01112		
01113		
01114		
01157		
01158		
01211		
01212		
01159		
01160		
01115		
01169		
01116		
01117		
01118		
01119		
01120		
01121		
01161		
01122	1	
01123	1	
01124	1	
01125	1	
01126	1	
01127	1	
01128	1	
01197	1	
01129	1	
01130	1	
01131		
01162		
01132		
01163		
01133		
01164		
01134		
01165		
01135		
01136		
01137		
01138		
01139		
01140		
01141		
01142		
01143		
02068		
02069		
02001		
02041		
02002		
02003		
02004		
02042		
02043		
02044		
02005		
02045		
02046		
02047		
02006		
02007		
02008		
02009		
02048		
02049		
02010		
02011		
02012		
02050		
02051		
02052		
02053		
02013		
02014		
02015		
02016		
02063		
02064		
02065		
02017		
02019		
02018		
02066		
02067		
02020		
02021		
02054		
02055		
02022		1
02023		1
02024		1
02025		1
02026		1
02027		1
02070		
02028		
02029		
02030		
02031		
02032		
02033		
02034		
02035		
02036		
02037		
02056		
02038		
02057		
02058		
02059		
02060		
02039		
02061		
02040		
02062		
03001		
03030		
03002		
03003		
03004		
03005		
03006		
03007		
03008		
03009		
03010		
03011		
03012		
03013		
03014		
03031		
03032		
03015		
03024		
03025		
03017		
03018		
03019		
03020		
03026		
03027		
03028		
03029		
03022		
03023		
04001		
04002		
04003		
04004		
04005		
04101		
04102		
04103		
04006		
04007		
04008		
04009		
04010		
04011		
04012		
04013		
04074		
04075		
04014		
04015		
04016		
04017		
04018		
04019		
04020		
04021		
04022		
04076		
04104		1
04105		1
04023		1
04024		1
04025		1
04026		1
04027		1
04077		1
04106		1
04080		1
04078		1
04079		1
04028		1
04081		1
04082		1
04096		1
04029		1
04030		1
04109		1
04110		1
04083		1
04031		1
04032		1
04097		1
04098		1
04033		1
04099		1
04100		1
04034		1
04035		1
04036		1
04037		1
04038		1
04039		1
04040		1
04084		1
04086		1
04085		1
04095		1
04041		1
04042		1
04087		1
04043		1
04044		1
04045		1
04088		1
04046		1
04047		1
04048		1
04049		1
04051		1
04089		1
04052		1
04053		1
04054		1
04055		1
04056		1
04057		1
04090		1
04058		1
04059		1
04060		
04091		1
04061		1
04062		1
04063		1
04064		
04092		
04065		
04066		
04067		
04068		
04069		
04108		
04070		
